Incident_Id,Bias,Cluster
589997,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590016,Anti-Hispanic or Latino,Racial or Ethnicity
590021,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590022,"Anti-Multiple Religions, Group",Religion or Belief
590024,"Anti-Multiple Religions, Group",Religion or Belief
590033,Anti-Hispanic or Latino,Racial or Ethnicity
590038,Anti-Black or African American,Racial or Ethnicity
590040,Anti-White,Racial or Ethnicity
590041,Anti-Black or African American,Racial or Ethnicity
590063,Anti-White,Racial or Ethnicity
590065,Anti-Hispanic or Latino,Racial or Ethnicity
590069,Anti-Heterosexual,Gender Identity
590076,Anti-American Indian or Alaska Native,Racial or Ethnicity
590078,"Anti-Multiple Religions, Group",Religion or Belief
589816,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589817,Anti-White,Racial or Ethnicity
589818,Anti-Physical Disability,Disability
589829,Anti-White,Racial or Ethnicity
589830,Anti-White,Racial or Ethnicity
589836,Anti-Male,Gender Identity
589837,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589841,Anti-White,Racial or Ethnicity
589854,Anti-Black or African American,Racial or Ethnicity
589872,Anti-Asian,Racial or Ethnicity
589885,Anti-Black or African American,Racial or Ethnicity
589886,Anti-Black or African American,Racial or Ethnicity
589887,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589888,Anti-White,Racial or Ethnicity
589889,Anti-White,Racial or Ethnicity
589895,Anti-White,Racial or Ethnicity
589896,Anti-Physical Disability,Disability
589897,Anti-White,Racial or Ethnicity
589905,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589913,Anti-Protestant,Religion or Belief
589914,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589947,Anti-Transgender,Gender Identity
589948,Anti-Protestant,Religion or Belief
589955,Anti-Black or African American,Racial or Ethnicity
589978,Anti-White,Racial or Ethnicity
589982,Anti-American Indian or Alaska Native,Racial or Ethnicity
589989,Anti-Mental Disability,Disability
589990,Anti-White,Racial or Ethnicity
590003,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590029,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590044,Anti-Black or African American,Racial or Ethnicity
590045,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590049,Anti-Other Religion,Religion or Belief
590050,Anti-Gay (Male),Sexual Orientation
590057,Anti-Protestant,Religion or Belief
590058,Anti-Gay (Male),Sexual Orientation
590070,Anti-Mental Disability,Disability
590074,Anti-White,Racial or Ethnicity
589806,Anti-Gay (Male),Sexual Orientation
589809,Anti-Black or African American,Racial or Ethnicity
589811,Anti-Lesbian (Female),Sexual Orientation
589812,Anti-Islamic (Muslim),Religion or Belief
589821,Anti-White,Racial or Ethnicity
589824,Anti-American Indian or Alaska Native,Racial or Ethnicity
589828,Anti-Black or African American,Racial or Ethnicity
589834,Anti-Gay (Male),Sexual Orientation
589840,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589842,"Anti-Multiple Races, Group",Racial or Ethnicity
589844,Anti-Black or African American,Racial or Ethnicity
589845,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589846,Anti-Black or African American,Racial or Ethnicity
589847,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589850,Anti-Gay (Male),Sexual Orientation
589851,Anti-American Indian or Alaska Native,Racial or Ethnicity
589856,Anti-Black or African American,Racial or Ethnicity
589857,Anti-Lesbian (Female),Sexual Orientation
589861,Anti-Black or African American,Racial or Ethnicity
589862,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589869,Anti-Islamic (Muslim),Religion or Belief
589876,Anti-Jewish,Religion or Belief
589879,Anti-Black or African American,Racial or Ethnicity
589884,Anti-Physical Disability,Disability
589892,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589894,Anti-Gay (Male),Sexual Orientation
589904,Anti-Physical Disability,Disability
589911,Anti-Jewish,Religion or Belief
589912,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
589918,Anti-White,Racial or Ethnicity
589920,Anti-American Indian or Alaska Native,Racial or Ethnicity
589929,Anti-Islamic (Muslim),Religion or Belief
589931,Anti-Gay (Male),Sexual Orientation
589936,Anti-American Indian or Alaska Native,Racial or Ethnicity
589939,Anti-Black or African American,Racial or Ethnicity
589945,Anti-Black or African American,Racial or Ethnicity
589946,Anti-Black or African American,Racial or Ethnicity
589951,Anti-White,Racial or Ethnicity
589952,Anti-Black or African American,Racial or Ethnicity
589953,Anti-Gay (Male),Sexual Orientation
589954,Anti-Black or African American,Racial or Ethnicity
589961,Anti-American Indian or Alaska Native,Racial or Ethnicity
589967,Anti-Black or African American,Racial or Ethnicity
589968,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
589972,Anti-Gay (Male),Sexual Orientation
589981,Anti-Mental Disability,Disability
589986,Anti-Black or African American,Racial or Ethnicity
589987,Anti-Black or African American,Racial or Ethnicity
589995,Anti-Black or African American,Racial or Ethnicity
589996,Anti-White,Racial or Ethnicity
590005,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590006,Anti-American Indian or Alaska Native,Racial or Ethnicity
590008,Anti-White,Racial or Ethnicity
590009,Anti-White,Racial or Ethnicity
590010,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590015,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
590017,Anti-Gay (Male),Sexual Orientation
590018,Anti-White,Racial or Ethnicity
590034,Anti-White,Racial or Ethnicity
590039,Anti-Black or African American,Racial or Ethnicity
590042,Anti-Gay (Male),Sexual Orientation
590043,Anti-American Indian or Alaska Native,Racial or Ethnicity
590047,Anti-White,Racial or Ethnicity
590054,Anti-Black or African American,Racial or Ethnicity
590055,Anti-Black or African American,Racial or Ethnicity
590056,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
590064,Anti-Islamic (Muslim),Religion or Belief
590066,Anti-American Indian or Alaska Native,Racial or Ethnicity
590068,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
590072,Anti-Gay (Male),Sexual Orientation
590073,Anti-Gay (Male),Sexual Orientation
410170,Anti-Black or African American,Racial or Ethnicity
490611,Anti-White,Racial or Ethnicity
527877,Anti-Black or African American,Racial or Ethnicity
584723,Anti-White,Racial or Ethnicity
584725,Anti-Female,Gender
465571,Anti-Black or African American,Racial or Ethnicity
489319,Anti-Black or African American,Racial or Ethnicity
489320,Anti-Black or African American,Racial or Ethnicity
429238,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
473270,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
484777,Anti-White,Racial or Ethnicity
484787,Anti-Black or African American,Racial or Ethnicity
584720,Anti-Black or African American,Racial or Ethnicity
465569,Anti-Black or African American,Racial or Ethnicity
527878,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
489321,Anti-American Indian or Alaska Native,Racial or Ethnicity
584711,Anti-White,Racial or Ethnicity
584716,Anti-American Indian or Alaska Native,Racial or Ethnicity
584721,Anti-Lesbian (Female),Sexual Orientation
527885,Anti-White,Racial or Ethnicity
489323,Anti-Black or African American,Racial or Ethnicity
527875,Anti-Hispanic or Latino,Racial or Ethnicity
465567,Anti-Black or African American,Racial or Ethnicity
527886,Anti-Other Religion,Religion or Belief
358286,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
489324,Anti-Black or African American,Racial or Ethnicity
489325,Anti-Black or African American,Racial or Ethnicity
465579,Anti-Jehovah's Witness,Religion or Belief
489317,Anti-White,Racial or Ethnicity
584739,Anti-Black or African American,Racial or Ethnicity
584743,Anti-Black or African American,Racial or Ethnicity
584738,Anti-Black or African American,Racial or Ethnicity
416803,Anti-Other Religion,Religion or Belief
467760,Anti-Black or African American,Racial or Ethnicity
521834,Anti-Black or African American,Racial or Ethnicity
528116,"Anti-Multiple Races, Group",Racial or Ethnicity
528226,Anti-Black or African American,Racial or Ethnicity
528277,Anti-Black or African American,Racial or Ethnicity
528277,Anti-Gay (Male),Sexual Orientation
528277,Anti-Lesbian (Female),Sexual Orientation
556677,Anti-Black or African American,Racial or Ethnicity
595246,Anti-Black or African American,Racial or Ethnicity
595272,Anti-Black or African American,Racial or Ethnicity
367772,Anti-Transgender,Gender Identity
368113,Anti-Black or African American,Racial or Ethnicity
369588,Anti-Black or African American,Racial or Ethnicity
369588,Anti-Hispanic or Latino,Racial or Ethnicity
527976,Anti-Hispanic or Latino,Racial or Ethnicity
528001,Anti-Black or African American,Racial or Ethnicity
528001,Anti-Jewish,Religion or Belief
528034,Anti-Black or African American,Racial or Ethnicity
556897,Anti-Black or African American,Racial or Ethnicity
595173,Anti-Jewish,Religion or Belief
595187,Anti-Jewish,Religion or Belief
528307,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
528319,Anti-Black or African American,Racial or Ethnicity
366212,Anti-Black or African American,Racial or Ethnicity
595273,Anti-Black or African American,Racial or Ethnicity
528288,Anti-Hispanic or Latino,Racial or Ethnicity
595219,Anti-Black or African American,Racial or Ethnicity
595291,Anti-Gay (Male),Sexual Orientation
595199,Anti-Mormon,Religion or Belief
595258,Anti-Jehovah's Witness,Religion or Belief
556651,Anti-Black or African American,Racial or Ethnicity
595155,Anti-Black or African American,Racial or Ethnicity
595244,Anti-Physical Disability,Disability
595264,Anti-Hispanic or Latino,Racial or Ethnicity
528196,Anti-Gay (Male),Sexual Orientation
528343,Anti-Black or African American,Racial or Ethnicity
595153,Anti-Transgender,Gender Identity
595160,Anti-Black or African American,Racial or Ethnicity
595166,Anti-Black or African American,Racial or Ethnicity
595168,"Anti-Multiple Races, Group",Racial or Ethnicity
595171,"Anti-Multiple Races, Group",Racial or Ethnicity
595174,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
595175,Anti-Hispanic or Latino,Racial or Ethnicity
595179,"Anti-Multiple Races, Group",Racial or Ethnicity
595182,Anti-Transgender,Gender Identity
595188,Anti-Lesbian (Female),Sexual Orientation
595190,Anti-Gay (Male),Sexual Orientation
595193,Anti-Physical Disability,Disability
595198,Anti-Gay (Male),Sexual Orientation
595202,Anti-White,Racial or Ethnicity
595205,Anti-Gay (Male),Sexual Orientation
595209,Anti-Jewish,Religion or Belief
595210,Anti-Jewish,Religion or Belief
595217,Anti-Jewish,Religion or Belief
595220,Anti-Black or African American,Racial or Ethnicity
595222,"Anti-Multiple Races, Group",Racial or Ethnicity
595229,Anti-Black or African American,Racial or Ethnicity
595230,"Anti-Multiple Races, Group",Racial or Ethnicity
595231,Anti-Transgender,Gender Identity
595232,Anti-Black or African American,Racial or Ethnicity
595239,Anti-Gay (Male),Sexual Orientation
595249,Anti-Jewish,Religion or Belief
595255,Anti-Black or African American,Racial or Ethnicity
595256,Anti-Jewish,Religion or Belief
595257,Anti-Arab,Racial or Ethnicity
595261,Anti-Gay (Male),Sexual Orientation
595262,Anti-Jewish,Religion or Belief
595266,Anti-Lesbian (Female),Sexual Orientation
595268,Anti-Transgender,Gender Identity
595275,"Anti-Multiple Races, Group",Racial or Ethnicity
595278,Anti-Islamic (Muslim),Religion or Belief
595279,Anti-Arab,Racial or Ethnicity
595284,Anti-Gay (Male),Sexual Orientation
595285,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
595290,Anti-Gay (Male),Sexual Orientation
595201,"Anti-Multiple Religions, Group",Religion or Belief
595207,"Anti-Multiple Religions, Group",Religion or Belief
595237,Anti-Black or African American,Racial or Ethnicity
595260,Anti-Hispanic or Latino,Racial or Ethnicity
556808,Anti-Hispanic or Latino,Racial or Ethnicity
556894,Anti-Black or African American,Racial or Ethnicity
556789,Anti-Black or African American,Racial or Ethnicity
595161,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
595180,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
595208,Anti-Arab,Racial or Ethnicity
595235,Anti-Black or African American,Racial or Ethnicity
595281,Anti-Black or African American,Racial or Ethnicity
556593,Anti-Other Christian,Religion or Belief
595156,Anti-Hispanic or Latino,Racial or Ethnicity
595382,Anti-Transgender,Gender Identity
595385,Anti-Transgender,Gender Identity
595386,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
595387,Anti-Black or African American,Racial or Ethnicity
595391,Anti-Transgender,Gender Identity
595394,Anti-Transgender,Gender Identity
595395,Anti-Black or African American,Racial or Ethnicity
595398,Anti-White,Racial or Ethnicity
595410,Anti-Hispanic or Latino,Racial or Ethnicity
595414,Anti-Black or African American,Racial or Ethnicity
595422,Anti-Gay (Male),Sexual Orientation
595424,Anti-Jewish,Religion or Belief
595427,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
595428,Anti-Transgender,Gender Identity
595432,Anti-Gay (Male),Sexual Orientation
595433,Anti-Hispanic or Latino,Racial or Ethnicity
595435,Anti-White,Racial or Ethnicity
595438,Anti-Transgender,Gender Identity
595440,Anti-Black or African American,Racial or Ethnicity
595449,Anti-Gay (Male),Sexual Orientation
595452,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
595456,Anti-Arab,Racial or Ethnicity
595460,Anti-Black or African American,Racial or Ethnicity
595465,Anti-American Indian or Alaska Native,Racial or Ethnicity
595466,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
595468,Anti-Black or African American,Racial or Ethnicity
528194,Anti-Black or African American,Racial or Ethnicity
528238,Anti-Other Religion,Religion or Belief
391212,"Anti-Multiple Races, Group",Racial or Ethnicity
467749,Anti-Gay (Male),Sexual Orientation
556750,Anti-Black or African American,Racial or Ethnicity
556772,Anti-Lesbian (Female),Sexual Orientation
556781,Anti-Lesbian (Female),Sexual Orientation
556832,Anti-Hispanic or Latino,Racial or Ethnicity
556882,Anti-Black or African American,Racial or Ethnicity
556901,Anti-Asian,Racial or Ethnicity
556919,Anti-Hispanic or Latino,Racial or Ethnicity
556779,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
556788,Anti-Black or African American,Racial or Ethnicity
556816,Anti-Black or African American,Racial or Ethnicity
556854,Anti-Black or African American,Racial or Ethnicity
556875,Anti-Islamic (Muslim),Religion or Belief
365512,"Anti-Multiple Races, Group",Racial or Ethnicity
387339,Anti-Gay (Male),Sexual Orientation
595430,Anti-Jewish,Religion or Belief
595289,Anti-Jewish,Religion or Belief
595259,Anti-Black or African American,Racial or Ethnicity
431811,Anti-Black or African American,Racial or Ethnicity
416629,Anti-Catholic,Religion or Belief
416630,Anti-Hispanic or Latino,Racial or Ethnicity
416631,Anti-Black or African American,Racial or Ethnicity
416632,Anti-Hispanic or Latino,Racial or Ethnicity
321224,Anti-Black or African American,Racial or Ethnicity
293544,Anti-Black or African American,Racial or Ethnicity
489406,Anti-Jewish,Religion or Belief
489247,Anti-White,Racial or Ethnicity
489249,Anti-Atheism/Agnosticism,Religion or Belief
489258,Anti-White,Racial or Ethnicity
321227,Anti-Bisexual,Sexual Orientation
373405,Anti-Jewish,Religion or Belief
293546,"Anti-Multiple Races, Group",Racial or Ethnicity
293549,Anti-Black or African American,Racial or Ethnicity
292067,Anti-Black or African American,Racial or Ethnicity
318330,Anti-Black or African American,Racial or Ethnicity
321228,Anti-Lesbian (Female),Sexual Orientation
293550,Anti-Black or African American,Racial or Ethnicity
292068,"Anti-Multiple Religions, Group",Religion or Belief
292069,Anti-Jewish,Religion or Belief
292070,"Anti-Multiple Religions, Group",Religion or Belief
292071,Anti-Black or African American,Racial or Ethnicity
292072,Anti-Catholic,Religion or Belief
292073,Anti-Black or African American,Racial or Ethnicity
292074,Anti-Jewish,Religion or Belief
292075,Anti-Jewish,Religion or Belief
293552,Anti-Black or African American,Racial or Ethnicity
293553,"Anti-Multiple Religions, Group",Religion or Belief
293554,"Anti-Multiple Races, Group",Racial or Ethnicity
293555,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
293556,Anti-Black or African American,Racial or Ethnicity
